timestamp,x1,y1,x2,y2
9.000016,0.165748,4.386992,45.303253,172.293076
9.050016,0.187883,4.408127,37.998711,174.318375
9.100017,0.210232,4.430061,30.623320,176.080109
9.150017,0.232761,4.452801,23.188784,177.576065
9.200017,0.255434,4.476350,15.706882,178.804703
9.250017,0.278214,4.500712,8.189424,179.765182
9.300017,0.301066,4.525887,0.648184,180.457367
9.350018,0.323955,4.551874,-6.905141,180.881790
9.400018,0.346845,4.578669,-14.458993,181.039673
9.450018,0.369703,4.606265,-22.001993,180.932892
9.500018,0.392494,4.634656,-29.522997,180.563934
9.550018,0.415185,4.663832,-37.011131,179.935913
9.600019,0.437745,4.693781,-44.455837,179.052490
9.650019,0.460142,4.724492,-51.846909,177.917892
9.700019,0.482347,4.755950,-59.174519,176.536835
9.750019,0.504331,4.788139,-66.429260,174.914490
9.800019,0.526067,4.821042,-73.602150,173.056458
9.850019,0.547529,4.854641,-80.684669,170.968735
9.900020,0.568693,4.888917,-87.668770,168.657639
9.950020,0.589536,4.923851,-94.546875,166.129791
10.000020,0.610036,4.959419,-101.311897,163.392075
10.050020,0.630173,4.995603,-107.957253,160.451569
10.100020,0.649930,5.032378,-114.476837,157.315567
10.150021,0.669288,5.069724,-120.865036,153.991470
10.200021,0.688232,5.107617,-127.116714,150.486801
10.250021,0.706749,5.146034,-133.227219,146.809143
10.300021,0.724825,5.184953,-139.192352,142.966110
10.350021,0.742449,5.224349,-145.008362,138.965347
10.400022,0.759612,5.264200,-150.671921,134.814468
10.450022,0.776303,5.304483,-156.180130,130.521042
10.500022,0.792517,5.345176,-161.530502,126.092575
10.550022,0.808245,5.386255,-166.720901,121.536491
10.600022,0.823483,5.427699,-171.749557,116.860100
10.650023,0.838227,5.469485,-176.615067,112.070595
10.700023,0.852474,5.511592,-181.316345,107.175041
10.750023,0.866220,5.554000,-185.852600,102.180344
10.800023,0.879465,5.596688,-190.223312,97.093269
10.850023,0.892207,5.639637,-194.428253,91.920410
10.900023,0.904447,5.682825,-198.467453,86.668190
10.950024,0.916185,5.726235,-202.341125,81.342857
11.000024,0.927423,5.769849,-206.049744,75.950478
11.050024,0.938163,5.813647,-209.593964,70.496933
11.100024,0.948408,5.857614,-212.974609,64.987930
11.150024,0.958160,5.901732,-216.192673,59.428974
11.200025,0.967422,5.945985,-219.249313,53.825397
11.250025,0.976199,5.990358,-222.145813,48.182346
11.300025,0.984496,6.034836,-224.883575,42.504784
11.350025,0.992315,6.079403,-227.464127,36.797493
11.400025,0.999664,6.124047,-229.889084,31.065083
11.450026,1.006546,6.168754,-232.160172,25.311981
11.500026,1.012967,6.213510,-234.279175,19.542452
11.550026,1.018933,6.258303,-236.247955,13.760588
11.600026,1.024450,6.303122,-238.068420,7.970323
11.650026,1.029523,6.347955,-239.742569,2.175431
11.700027,1.034159,6.392791,-241.272400,-3.620467
11.750027,1.038363,6.437620,-242.659988,-9.413900
11.800027,1.042143,6.482431,-243.907425,-15.201542
11.850027,1.045505,6.527215,-245.016815,-20.980204
11.900027,1.048455,6.571962,-245.990311,-26.746836
11.950027,1.051000,6.616664,-246.830063,-32.498516
12.000028,1.053146,6.661313,-247.538239,-38.232452
12.050028,1.054900,6.705899,-248.117004,-43.945969
12.100028,1.056268,6.750416,-248.568542,-49.636509
12.150028,1.057257,6.794856,-248.895035,-55.301628
12.200028,1.057874,6.839212,-249.098663,-60.938992
12.250029,1.058126,6.883477,-249.181580,-66.546371
12.300029,1.058018,6.927644,-249.145950,-72.121628
12.350029,1.057557,6.971708,-248.993927,-77.662727
12.400029,1.056750,7.015663,-248.727646,-83.167732
12.450029,1.055604,7.059502,-248.349228,-88.634781
12.500030,1.054123,7.103221,-247.860794,-94.062103
12.550030,1.052316,7.146815,-247.264420,-99.448013
12.600030,1.050188,7.190279,-246.562180,-104.790894
12.650030,1.047746,7.233607,-245.756119,-110.089211
12.700030,1.044994,7.276795,-244.848267,-115.341499
12.750031,1.041941,7.319840,-243.840637,-120.546356
12.800031,1.038591,7.362738,-242.735229,-125.702446
12.850031,1.034951,7.405483,-241.533997,-130.808502
12.900031,1.031026,7.448073,-240.238876,-135.863312
12.950031,1.026823,7.490505,-238.851791,-140.865723
13.000031,1.022347,7.532774,-237.374634,-145.814636
13.050032,1.017604,7.574878,-235.809280,-150.709000
13.100032,1.012598,7.616814,-234.157562,-155.547806
13.150032,1.007337,7.658579,-232.421310,-160.330124
13.200032,1.001825,7.700170,-230.602325,-165.055038
13.250032,0.996067,7.741584,-228.702377,-169.721680
13.300033,0.990070,7.782819,-226.723221,-174.329239
13.350033,0.983838,7.823873,-224.666580,-178.876938
13.400033,0.977376,7.864743,-222.534149,-183.364029
13.450033,0.970689,7.905427,-220.327621,-187.789810
13.500033,0.963783,7.945923,-218.048645,-192.153595
13.550034,0.956663,7.986230,-215.698853,-196.454758
13.600034,0.949333,8.026345,-213.279846,-200.692688
13.650034,0.941797,8.066267,-210.793228,-204.866821
13.700034,0.934062,8.105993,-208.240555,-208.976593
13.750034,0.926131,8.145523,-205.623367,-213.021484
13.800035,0.918009,8.184855,-202.943192,-217.001007
13.850035,0.909701,8.223987,-200.201523,-220.914688
13.900035,0.901211,8.262918,-197.399841,-224.762085
13.950035,0.892544,8.301648,-194.539612,-228.542770
14.000035,0.883704,8.340174,-191.622284,-232.256348
14.050035,0.874694,8.378495,-188.649261,-235.902435
14.100036,0.865521,8.416611,-185.621948,-239.480682
14.150036,0.856187,8.454520,-182.541733,-242.990738
14.200036,0.846697,8.492222,-179.409988,-246.432281
14.250036,0.837054,8.529715,-176.228043,-249.805008
14.300036,0.827264,8.566998,-172.997238,-253.108643
14.350037,0.817330,8.604072,-169.718887,-256.342896
14.400037,0.807255,8.640934,-166.394272,-259.507507
14.450037,0.797044,8.677585,-163.024689,-262.602264
14.500037,0.786701,8.714023,-159.611389,-265.626923
14.550037,0.776229,8.750248,-156.155624,-268.581238
14.600038,0.765632,8.786260,-152.658630,-271.465027
14.650038,0.754914,8.822057,-149.121628,-274.278107
14.700038,0.744078,8.857639,-145.545807,-277.020294
14.750038,0.733128,8.893006,-141.932373,-279.691437
14.800038,0.722068,8.928158,-138.282486,-282.291351
14.850039,0.710901,8.963093,-134.597321,-284.819916
14.900039,0.699630,8.997811,-130.878036,-287.276978
14.950039,0.688260,9.032312,-127.125763,-289.662415
15.000039,0.676793,9.066596,-123.341621,-291.976105
15.050039,0.665232,9.100662,-119.526733,-294.217926
15.100039,0.653582,9.134510,-115.682198,-296.387787
15.150040,0.641846,9.168139,-111.809113,-298.485596
15.200040,0.630026,9.201550,-107.908562,-300.511292
15.250040,0.618126,9.234743,-103.981613,-302.464752
15.300040,0.606149,9.267716,-100.029335,-304.345917
15.350040,0.594099,9.300470,-96.052773,-306.154755
15.400041,0.581978,9.333005,-92.052971,-307.891174
15.450041,0.569791,9.365320,-88.030968,-309.555115
15.500041,0.557539,9.397415,-83.987793,-311.146545
15.550041,0.545225,9.429291,-79.924461,-312.665436
15.600041,0.532854,9.460946,-75.841980,-314.111725
15.650042,0.520428,9.492381,-71.741364,-315.485382
15.700042,0.507950,9.523597,-67.623596,-316.786407
15.750042,0.495423,9.554592,-63.489674,-318.014771
15.800042,0.482850,9.585367,-59.340576,-319.170471
